position,title,result_id,publication_info,link,Authors,Year,google_scholar_url,page_number,keyword
5,Video-On-Demand (VoD) Watching and Feelings of Guilt. An Experience Sampling Study,9mDqNVElTbwJ,A Kühn - 2021 - essay.utwente.nl,http://essay.utwente.nl/85980/,A Kühn,2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
6,The role of religiosity in ethical decision-making: A study on Islam and the Malaysian workplace,kwf1_JmQrwEJ,"R Sulaiman, P Toulson, D Brougham, F Lempp… - Journal of Business …, 2021 - Springer",https://link.springer.com/article/10.1007/s10551-021-04836-x,"R Sulaiman, P Toulson, D Brougham, F Lempp…",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
7,Slacking off or winding down? An experience sampling study on the drivers and consequences of media use for recovery versus procrastination,wjqu-Xq6-4MJ,"L Reinecke, W Hofmann - Human Communication Research, 2016 - academic.oup.com",https://academic.oup.com/hcr/article-abstract/42/3/441/4064735,"L Reinecke, W Hofmann",2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
8,The revising of the Tangney Self‐control Scale for Chinese students,Ou-Lf-njC2YJ,"A Unger, C Bi, YY Xiao, O Ybarra - PsyCh journal, 2016 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/pchj.128,"A Unger, C Bi, YY Xiao, O Ybarra",2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
9,Psychopathic subtypes and associations with mental health problems in an incarcerated sample of adolescent boys,zeKJFi0kJwEJ,"VC Veen, H Andershed, GWJM Stevens… - … Journal of Forensic …, 2011 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/14999013.2011.629714,"VC Veen, H Andershed, GWJM Stevens…",2011,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
10,Modeling the association between lifecourse socioeconomic disadvantage and systemic inflammation in healthy adults: The role of self-control.,IgCbTrG37Q8J,"CE Hostinar, KM Ross, E Chen, GE Miller - Health Psychology, 2015 - psycnet.apa.org",https://psycnet.apa.org/journals/hea/34/6/580/,"CE Hostinar, KM Ross, E Chen, GE Miller",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
11,Exerting control over allegedly automatic associative processes,IajTp1sAePMJ,"K Fiedler, M Bluemke… - Psychology of self …, 2009 - books.google.com",https://books.google.com/books?hl=en&lr=&id=83qkRG-_vswC&oi=fnd&pg=PA249&dq=%22social+desirability%22&ots=FKwsicwna5&sig=b4VgYqbpswVc23ZKXCBtboJL2JY,"K Fiedler, M Bluemke…",2009,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
12,The predictive ability of self-control and differential association on sports fans' decision to engage in cyber bullying perpetration against rivals,Wfvo7Yewk_QJ,"SMS Shadmanfaat, CJM Howell… - … Journal of Cyber …, 2018 - digitalcommons.usf.edu",https://digitalcommons.usf.edu/cjp_facpub/8/,"SMS Shadmanfaat, CJM Howell…",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
13,Can agreeableness turn gray skies blue? A role for agreeableness in moderating neuroticism-linked dysphoria,kqPpL_wuCaUJ,"S Ode, MD Robinson - Journal of Social and Clinical Psychology, 2009 - Guilford Press",https://guilfordjournals.com/doi/abs/10.1521/jscp.2009.28.4.436,"S Ode, MD Robinson",2009,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
14,The interpersonal context of depression and violent behavior: A social psychological interpretation,YFW8XAMZpLIJ,"MT Berg, EM Rogers, W Liu, EA Mumford… - Aggressive …, 2019 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/ab.21832,"MT Berg, EM Rogers, W Liu, EA Mumford…",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
15,Relational aggressiveness in adolescence: Relations with emotional awareness and self-control,dxl7vyPuCGEJ,"M Moroń, A Doktor, K Glinka - Social Psychological Bulletin, 2018 - spb.psychopen.eu",https://spb.psychopen.eu/index.php/spb/article/view/2489,"M Moroń, A Doktor, K Glinka",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
16,The Temporal Ordering of Motivation and Self-Control: A Cross-Lagged Effects Model,5F1hAJ_AsfwJ,"G Jordalen, PN Lemyre… - Journal of Sport …, 2020 - journals.humankinetics.com",https://journals.humankinetics.com/view/journals/jsep/42/2/article-p102.xml?utm_source=TrendMD&utm_medium=cpc&utm_campaign=Journal_of_Sport_and_Exercise_Psychology_TrendMD_0,"G Jordalen, PN Lemyre…",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
17,"Two minds, three ways: dual system and dual process models in consumer psychology",BkIJTrcHz0cJ,"A Samson, BG Voyer - AMS review, 2012 - Springer",https://link.springer.com/article/10.1007/s13162-012-0030-9,"A Samson, BG Voyer",2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
18,"Relationships among normative beliefs about aggression, moral disengagement, self-control and bullying in adolescents: a moderated mediation model",YREhXyPLIQQJ,"H Jiang, H Liang, H Zhou, B Zhang - Psychology research and …, 2022 - ncbi.nlm.nih.gov",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8800860/,"H Jiang, H Liang, H Zhou, B Zhang",2022,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
19,Freeing or freezing decisions? Belief in free will and indecisiveness,QhT2whQ2C-gJ,"MD Kokkoris, RF Baumeister, U Kühnen - Organizational Behavior and …, 2019 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0749597818308276,"MD Kokkoris, RF Baumeister, U Kühnen",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",19,social desirability
0,Daily associations between alcohol consumption and dating violence perpetration among men and women: Effects of self-regulation,R5PAyH-1R7oJ,"CA Stappenbeck, NK Gulati, K Fromme - Journal of studies on alcohol and …, 2016 - jsad.com",https://www.jsad.com/doi/abs/10.15288/jsad.2016.77.150,"CA Stappenbeck, NK Gulati, K Fromme",2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
1,Examining the relationship between student attitude and academic cheating,r6llnBWrSh8J,"H Yu, PL Glanzer, BR Johnson - Ethics & Behavior, 2021 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/10508422.2020.1817746,"H Yu, PL Glanzer, BR Johnson",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
2,Predictors of nonsuicidal self-injury: the independent contribution of benign masochism and antisocial personality,E7yCkjWgycYJ,"T Greitemeyer, C Sagioglou - Personality and individual differences, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0191886920305717,"T Greitemeyer, C Sagioglou",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
3,Smartphone addiction and employee productivity: The role of self-control,XLF24iOD4iMJ,"OA Popoola, SO Atiri - Journal of Professional Counselling …, 2021 - journals.aphriapub.com",https://journals.aphriapub.com/index.php/JPCPR/article/view/1213,"OA Popoola, SO Atiri",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
4,Relationship of Perceived Parenting Styles with Self-Control Capacity and Affective Self-Regulation Among Delinquent Adolescents,j2aiqPbxwp8J,"S Rezaei, S PourHadi, R Shabahang - Caspian Journal of …, 2019 - cjns.gums.ac.ir",https://cjns.gums.ac.ir/browse.php?a_id=264&slc_lang=en&sid=1&ftxt=1&html=1,"S Rezaei, S PourHadi, R Shabahang",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
5,The Impulsive Applicant: Self-Control as a Predictor of Applicant Faking and Organizational Deviance,ySyNilmKZRcJ,JA Isaacson - 2012 - search.proquest.com,https://search.proquest.com/openview/c9a08bf07e7363d40b3dfa32aad01009/1?pq-origsite=gscholar&cbl=18750,JA Isaacson,2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
6,"Helicopter parenting, self-control, and school burnout among emerging adults",vBMinpIsSAoJ,"H Love, RW May, M Cui, FD Fincham - Journal of Child and Family Studies, 2020 - Springer",https://link.springer.com/article/10.1007/s10826-019-01560-z,"H Love, RW May, M Cui, FD Fincham",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
7,"Reward, Impulsivity and Parental Self-control as Antecedents of Self-control in Children",s-zHfi1rQI4J,"MN TURIUC, S Pojoga - Annals of AII Cuza University. Psychology …, 2018 - psih.uaic.ro",https://www.psih.uaic.ro/anale-psih/wp-content/uploads/sites/10/2021/01/Reward-impulsivity-and-parental-self-control-as-antecedents-of.pdf,"MN TURIUC, S Pojoga",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
8,Regular exercise participation and volitional competencies.,V21ioQiO73kJ,"PM Kopp, V Senner, P Gröpel - Sport, Exercise, and Performance …, 2020 - psycnet.apa.org",https://psycnet.apa.org/journals/spy/9/2/232/,"PM Kopp, V Senner, P Gröpel",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
9,On the importance of self-control strength for regular physical activity,dqbYB4We4dkJ,"E Finne, C Englert, D Jekauc - Psychology of sport and exercise, 2019 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1469029218305545,"E Finne, C Englert, D Jekauc",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
10,The social anatomy of adverse childhood experiences and aggression in a representative sample of young adults in the US,wFZ9xBiMAecJ,"EA Mumford, BG Taylor, M Berg, W Liu, N Miesfeld - Child abuse & neglect, 2019 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0145213418304046,"EA Mumford, BG Taylor, M Berg, W Liu, N Miesfeld",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
11,Grit as a Determinant of Success in the Teacher Recruitment Examination,mxkao5zWovoJ,"R Sakurai, T Watanabe - 2020 9th International Congress on …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9430414/,"R Sakurai, T Watanabe",,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
12,"The roles of anxious rearing, negative affect, and effortful control in a model of risk for child perfectionism",0xbPGWhVPYkJ,"NW Affrunti, J Woodruff-Borden - Journal of Child and Family Studies, 2017 - Springer",https://link.springer.com/article/10.1007/s10826-017-0767-8,"NW Affrunti, J Woodruff",2017,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
13,Religious fundamentalism in Iran: Religious and psychological adjustment within a Muslim cultural context,c_a6qgW3M4UJ,"N Ghorbani, ZJ Chen, F Rabiee… - Archive for the …, 2019 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/0084672419878832,"N Ghorbani, ZJ Chen, F Rabiee…",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
14,"The relationship between grit and academic, military and physical performance at the United States Military Academy",z5N_esA0XC8J,EF Buller - 2012 - kuscholarworks.ku.edu,https://kuscholarworks.ku.edu/handle/1808/15084,EF Buller,2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
15,Scrum and Self-Control: How a team-based software development methodology can support team members' self-control,zG2YqdkERBkJ,P Heß - 2016 - archiv.ub.uni-heidelberg.de,https://archiv.ub.uni-heidelberg.de/volltextserver/20067/,P Heß,2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
16,"Testing the Situationism Scale in Europe: scale validation, self‐regulation and regional differences",murZW-XuTfEJ,"ME Roberts, L Wagner, S Zorjan… - International Journal …, 2017 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/ijop.12211,"ME Roberts, L Wagner, S Zorjan…",2017,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
17,Changing behavioral lifestyle risk factors related to cognitive decline in later life using a self-motivated eHealth intervention in Dutch adults,gpu0LUh8eQUJ,"T Aalbers, L Qin, MAE Baars, A de Lange… - Journal of medical …, 2016 - jmir.org",https://www.jmir.org/2016/6/e171/,"T Aalbers, L Qin, MAE Baars, A de Lange…",2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
18,A brief behavioral measure of frustration tolerance predicts academic achievement immediately and two years later.,a_1pC1-HF4MJ,"P Meindl, A Yu, BM Galla, A Quirk, C Haeck, JP Goyer… - Emotion, 2019 - psycnet.apa.org",https://psycnet.apa.org/doiLanding?doi=10.1037/emo0000492,"P Meindl, A Yu, BM Galla, A Quirk, C Haeck, JP Goyer…",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
19,Do (re-) actions speak louder than words? Indirect measures of aggressiveness,8raYFCSbH3IJ,F Hölzenbein - 2014 - freidok.uni-freiburg.de,https://www.freidok.uni-freiburg.de/fedora/objects/freidok:9447/datastreams/FILE1/content,F Hölzenbein,2014,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",20,social desirability
0,Impulsive versus reflective influences on health behavior: A theoretical framework and empirical review,q1bNxRAZJWgJ,"W Hofmann, M Friese, RW Wiers - Health psychology review, 2008 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/17437190802617668,"W Hofmann, M Friese, RW Wiers",2008,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
1,Nurturing your self: measuring and changing how people strive for what they need,OXwDdB4VngEJ,"N Baumann, J Kuhl - The Journal of Positive Psychology, 2021 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/17439760.2020.1805503,"N Baumann, J Kuhl",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
2,The development and examination of a self-control scale derived from a standard addiction research assessment,3EsvT9JZXtIJ,JS Gray - 2012 - search.proquest.com,https://search.proquest.com/openview/7ac89a35c146f73f34f7ccb5da051655/1?pq-origsite=gscholar&cbl=18750,JS Gray,2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
3,When does social exclusion increase or decrease food self‐regulation? The moderating role of time orientation,0gl_4cGXP8sJ,"H Jiang, Z Yang, P Sun, M Xu - Journal of Consumer Behaviour, 2018 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/cb.1684,"H Jiang, Z Yang, P Sun, M Xu",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
4,The influence of narcissism and self-control on reactive aggression,UjsLultPz8gJ,ML Harrison - 2010 - search.proquest.com,https://search.proquest.com/openview/af5e0b4bb1f26f614a1192c66cf0104d/1?pq-origsite=gscholar&cbl=18750,ML Harrison,2010,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
5,Self‐control protects Tibetan adolescent orphans from mental problems: A mediating role of self‐esteem,xiWzRopop54J,"M Zheng, K Peng, W Yan, Y Lin, Z Ni… - Journal of …, 2022 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/jad.12025,"M Zheng, K Peng, W Yan, Y Lin, Z Ni…",2022,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
6,"Are"" Thinkers"" More Ethical than"" Doers""? How Regulatory Mode Influences Unethical Behavior",ekFDG0vVzIsJ,M Chernikova - 2018 - search.proquest.com,https://search.proquest.com/openview/aa2df20bd334d5dd5cc4aec0e86c3ca3/1?pq-origsite=gscholar&cbl=18750,M Chernikova,2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
7,An international validation of the Bolton Unistride Scale (BUSS) of tenacity,xPwIOvG1UW0J,"C Kannangara, R Allen, KD Hochard, J Carson - PloS one, 2022 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0264889,"C Kannangara, R Allen, KD Hochard, J Carson",2022,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
8,"Religiosity, social support, self-control and happiness as moderating factors of physical violence among Arab adolescents in Israel",g-MG6LVOEpMJ,"Q Agbaria, B El-Garbia - Creative Education, 2014 - scirp.org",https://www.scirp.org/html/42727.html,"Q Agbaria, B El",2014,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
9,Be kind to yourself: the effects of a mindful self-compassion journal on health behaviour and the mediating role of behavioural resistance—a randomised controlled …,yVQz8O1ZaK4J,A Bosshard - 2020 - studenttheses.uu.nl,https://studenttheses.uu.nl/handle/20.500.12932/36197,A Bosshard,2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
10,Development and Validation of the Positive Affect Reduction Scale,UIbqpe0d9RcJ,BK Randazzo - 2015 - search.proquest.com,https://search.proquest.com/openview/36bf645f4e774eb2b8c7a65257fbcb70/1?pq-origsite=gscholar&cbl=18750,BK Randazzo,2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
11,"Integrating States, Traits, and a Dual-process Approach with Criminal Decision-making Literature: Theoretical and Methodological Advancements",ZIMUrgYwP6IJ,W McClanahan - 2021 - repository.cam.ac.uk,https://www.repository.cam.ac.uk/handle/1810/317463,W McClanahan,2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
12,A review of affective and cognitive approaches to assessing decision making in overweight and obesity,fKO102xV_S0J,"A Brogan, D Hevey - Handbook on Psychology of Decision Making …, 2012 - academia.edu",https://www.academia.edu/download/15484485/Handbook_of_DM_-_Overweight___Obesity.pdf,"A Brogan, D Hevey",2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
13,Not All Forms Of Misbehavior Are Created Equal: Perpetrator Personality And Differential Relationships With CWBs.,FYFlTEyYCYsJ,CB Bragg - 2015 - rave.ohiolink.edu,https://rave.ohiolink.edu/etdc/view?acc_num=wright1440185224,CB Bragg,2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
14,Teachers' and students' perceptions of self-regulated learning and math competence: Differentiation and agreement,KhSZKi6XlvMJ,"A Friedrich, K Jonkmann, B Nagengast… - Learning and Individual …, 2013 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1041608013000800,"A Friedrich, K Jonkmann, B Nagengast…",2013,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
15,Demystifying the impact of self-indulgence and self-control on customer-employee rapport and customer happiness,WrCO30K70EgJ,"JK Fatima, R Di Mascio, P Sharma - Journal of Retailing and Consumer …, 2020 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0969698919305892,"JK Fatima, R Di Mascio, P Sharma",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
16,Self-control depletion and sleep duration: The mediating role of television viewing,JjPNBnim4Z4J,"L Exelmans, J Van den Bulck - Psychology & health, 2018 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/08870446.2018.1489048,"L Exelmans, J Van den Bulck",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
17,What Makes People with High Trait Self-control Successful?: The Role of Beliefs about the Utility of Emotions and Emotion Regulation in Self-control Success,OPFF-OEhvl8J,M Tornquist - 2019 - core.ac.uk,https://core.ac.uk/download/pdf/201000272.pdf,M Tornquist,2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
18,Perceived stress and mobile phone addiction among college students during the 2019 coronavirus disease: The mediating roles of rumination and the moderating …,I8T9STvMqUsJ,"Y Peng, H Zhou, B Zhang, H Mao, R Hu… - Personality and Individual …, 2022 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0191886921006012,"Y Peng, H Zhou, B Zhang, H Mao, R Hu…",2022,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
19,"Identifying at-risk youth: The moderating role of sensation seeking, sensitivity to peer pressure and self-control in the relation between sharing alcohol references on …",W7gDx3jZkRsJ,"F Geusens, CA Bigman-Galimore, K Beullens - European Journal of Health …, 2020 - ejhc.org",https://ejhc.org/article/view/2209,"F Geusens, CA Bigman",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",21,social desirability
0,The development of the Turkish craving for internet gaming scale (CIGS): A validation study,d6AXYChTnMsJ,"M Savci, MD Griffiths - International Journal of Mental Health and …, 2019 - Springer",https://link.springer.com/article/10.1007/s11469-019-00114-0,"M Savci, MD Griffiths",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",22,social desirability
1,Work engagement and mindfulness: self-control as mediator: The mediating effect of self-control in the relationship between mindfulness and work engagement in …,1VmiuyFPfZQJ,A Zavina - 2019 - essay.utwente.nl,http://essay.utwente.nl/78432/,A Zavina,2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",22,social desirability
