position,title,result_id,publication_info,link,Authors,Year,google_scholar_url,page_number,keyword
7,"Lying behavior, family functioning and adjustment in early adolescence",9XGwq7Zy1IoJ,"RCME Engels, C Finkenauer… - Journal of Youth and …, 2006 - Springer",https://link.springer.com/article/10.1007/s10964-006-9082-1,"RCME Engels, C Finkenauer…",2006,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
8,Non‐cognitive skills: Potential candidates for global measurement,KLLLY8uo0vUJ,"K Zhou - European Journal of Education, 2017 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/ejed.12241,K Zhou,2017,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
9,Development of the Motivation to Participate in Psychological Research Scale,Qp_sNrgWA9IJ,"S Freng - Journal of Individual Differences, 2020 - econtent.hogrefe.com",https://econtent.hogrefe.com/doi/full/10.1027/1614-0001/a000317,S Freng,2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
10,“WHY DID YOU MAKE ME DO THAT?” ANGER AT GOD IN THE CONTEXT OF MORAL TRANSGRESSION,5Fldpa2AyUMJ,JB Grubbs - 2012 - rave.ohiolink.edu,https://rave.ohiolink.edu/etdc/view?acc_num=case1333495047,JB Grubbs,2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
11,Personality and alcohol use: The role of impulsivity,gZyaCcuI7_IJ,"SH Shin, HG Hong, SM Jeon - Addictive behaviors, 2012 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0306460311002917,"SH Shin, HG Hong, SM Jeon",2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
12,An ego effectiveness perspective of successful self-control: An individual difference and its links to social functioning and well-being,76mQ0WoKdCwJ,"MD Robinson, MR Persich, RL Irvin - Journal of Research in Personality, 2022 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0092656622000204,"MD Robinson, MR Persich, RL Irvin",2022,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
13,Drinking like everyone else: Trait self-control moderates the association between peer and personal heavy episodic drinking,yPXOwILZmNMJ,"E Robinson, A Jones, P Christiansen… - Substance use & …, 2015 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.3109/10826084.2014.991407,"E Robinson, A Jones, P Christiansen…",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
14,"Examining relationships between facial emotion recognition, self-control, and psychopathic traits in a non-clinical sample",OJAzqTYQvLIJ,"CE Prado, MS Treeby, SF Crowe - Personality and Individual Differences, 2015 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0191886915001051,"CE Prado, MS Treeby, SF Crowe",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
15,How does power corrupt?: the way individual and institutional support of social hierarchies influences unethical behavior,TpBm4XB7yPsJ,V Rosenblatt - 2012 - scholarspace.manoa.hawaii.edu,https://scholarspace.manoa.hawaii.edu/handle/10125/101023,V Rosenblatt,2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
16,A social identity analysis of disordered eating behaviour,77Vh3n5wD7oJ,TL Cruwys - 2013 - openresearch-repository.anu.edu.au,https://openresearch-repository.anu.edu.au/handle/1885/155850,TL Cruwys,2013,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
17,Impulsivity and the self-defeating behavior of narcissists,-HpLKYFt8MQJ,"S Vazire, DC Funder - Personality and social psychology …, 2006 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1207/s15327957pspr1002_4,"S Vazire, DC Funder",2006,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
18,Prefrontal Cortex and Risk Taking Lorena RR Gianotti et al. Research Report,-czJBsfF_zoJ,"LRR Gianotti, D Knoch, PL Faber, D Lehmann… - Citeseer",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.584.2208&rep=rep1&type=pdf,"LRR Gianotti, D Knoch, PL Faber, D Lehmann…",,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
19,Compulsive Buying Behaviour in relation to Self Control and Generalized Self Efficacy among Young Professionals,yOL_xmxsrDoJ,"S Kaur, P Singh - International Journal of Research in Social …, 2018 - indianjournals.com",https://www.indianjournals.com/ijor.aspx?target=ijor:ijrss&volume=8&issue=3&article=030,"S Kaur, P Singh",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
0,Self-Control Motivation and Capacity Scale: A new measure of multiple facets of self-control,wXOneyMGxaEJ,A Papova - 2016 - search.proquest.com,https://search.proquest.com/openview/4f578556bfc18b93d4326c5178a2298a/1?pq-origsite=gscholar&cbl=18750,A Papova,2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
1,Assessment of the Sailor Evaluation Tool (SET),LbPGz-XAlJ4J,"NL Shattuck, P Matsangas - 2018 - apps.dtic.mil",https://apps.dtic.mil/sti/citations/AD1073573,"NL Shattuck, P Matsangas",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
2,Self-control at work: its relationship with contextual performance,U3rgBOLPoxwJ,"BJ De Boer, EAJ Van Hooft, AB Bakker - Journal of managerial …, 2015 - emerald.com",https://www.emerald.com/insight/content/doi/10.1108/JMP-08-2012-0237/full/html,"BJ De Boer, EAJ Van Hooft, AB Bakker",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
3,"Descriptive peer norms, self-control and dietary behaviour in young adults",gCWhv-cx-ckJ,"E Robinson, R Otten, RCJ Hermans - Psychology & health, 2016 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/08870446.2015.1067705,"E Robinson, R Otten, RCJ Hermans",2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
4,Stop and start control: A distinction within self–control,urOM28_mkFYJ,"BJ de Boer, EAJ Van Hooft… - European Journal of …, 2011 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1002/per.796,"BJ de Boer, EAJ Van Hooft…",2011,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
5,"The relationship between time perspective and self-regulatory processes, abilities and outcomes: a protocol for a meta-analytical review",3jVsroqtPIUJ,"HM Baird, TL Webb, J Martin, FM Sirois - BMJ open, 2017 - bmjopen.bmj.com",https://bmjopen.bmj.com/content/7/6/e017000.abstract,"HM Baird, TL Webb, J Martin, FM Sirois",2017,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
6,Sedentary behavior and problematic smartphone use in Chinese adolescents: The moderating role of self-control,ze8AA1QcUXwJ,"MQ Xiang, L Lin, ZR Wang, J Li, Z Xu, M Hu - Frontiers in Psychology, 2020 - frontiersin.org",https://www.frontiersin.org/articles/10.3389/fpsyg.2019.03032/full,"MQ Xiang, L Lin, ZR Wang, J Li, Z Xu, M Hu",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
7,Higher heart-rate variability is associated with ventromedial prefrontal cortex activity and increased resistance to temptation in dietary self-control challenges,tY0P3cDKoNIJ,"SU Maier, TA Hare - Journal of Neuroscience, 2017 - Soc Neuroscience",https://www.jneurosci.org/content/37/2/446.abstract,"SU Maier, TA Hare",2017,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
8,Mindfulness and sleep quality in adolescents: Analysis of rumination as a mediator and self-control as a moderator,vLE27fDyD-0J,"QQ Liu, ZK Zhou, XJ Yang, FC Kong, XJ Sun… - Personality and …, 2018 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0191886917306372,"QQ Liu, ZK Zhou, XJ Yang, FC Kong, XJ Sun…",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
9,RANDOMIZING RELIGION: THE IMPACT OF PROTESTANT EVANGELISM ON ECONOMIC OUTCOMES GHARAD BRYAN JAMES J. CHOI,6A45QYBFVNoJ,"D KARLAN - The Quarterly Journal of Economics, 2020 - spinup-000d1a-wp-offload-media.s3 …",http://spinup-000d1a-wp-offload-media.s3.amazonaws.com/faculty/wp-content/uploads/sites/27/2019/06/ICM-1.pdf,D KARLAN,,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
10,Are media exposure and self-control related?,G2kaIUlopnIJ,J House - 2011 - scholar.archive.org,https://scholar.archive.org/work/pootumibyjg5djsfgia4ctiv6q/access/wayback/https://s3.ca-central-1.amazonaws.com/pstorage-ryerson-5010877717/28129131/House_Julian.pdf,J House,2011,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
11,Compensatory Health Beliefs Relate to Decision-Making Coherence and Health Patterns,1xt6rsn9axoJ,"BD Merillat, C González-Vallejo - The Ohio Journal of Science, 2019 - search.proquest.com",https://search.proquest.com/openview/f294b38f235e7c4cb2d12c023e7650b8/1?pq-origsite=gscholar&cbl=60399,"BD Merillat, C González",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
12,Unpacking the perceived opportunity to misbehave: The influence of spatio-temporal and social dimensions on consumer misbehavior,SL2o3w0WRd8J,"KL Daunt, DA Greer - European Journal of Marketing, 2015 - emerald.com",https://www.emerald.com/insight/content/doi/10.1108/EJM-01-2014-0061/full/html,"KL Daunt, DA Greer",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
13,The effect of mental availability on snack food choices,uDr12ajh3XQJ,"L Stocchi, E Kemps, Z Anesbury - Journal of Retailing and Consumer …, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0969698921000370,"L Stocchi, E Kemps, Z Anesbury",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
14,Implications of Catholic Anthropology for Psychological Assessment,nYnM0IEBurgJ,"FJ Moncher - Edification, 2009 - researchgate.net",https://www.researchgate.net/profile/Christian-Brugger/publication/280839204_Psychology_and_Christian_Anthropology/links/55edb39e08aef559dc423fef/Psychology-and-Christian-Anthropology.pdf#page=69,FJ Moncher,2009,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
15,Effects of a prevention program for internet addiction among middle school students in South Korea,XOxNlO98NJQJ,"SY Yang, HS Kim - Public Health Nursing, 2018 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/phn.12394,"SY Yang, HS Kim",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
16,Brain correlates of subjective freedom of choice,hiCdVHxBu7cJ,"E Filevich, P Vanneste, M Brass, W Fias… - Consciousness and …, 2013 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1053810013001244,"E Filevich, P Vanneste, M Brass, W Fias…",2013,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
17,"Main and moderating effects of self-control, organizational justice, and emotional labour on counterproductive behaviour at work",gKVZU_6FF8gJ,"MN Bechtoldt, C Welk, D Zapf… - European Journal of Work …, 2007 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/13594320701662618,"MN Bechtoldt, C Welk, D Zapf…",2007,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
18,A behavioral-systems perspective on prosocial behavior.,9f7M25fKsIoJ,"PR Shaver, M Mikulincer, M Shemesh-Iron - 2010 - psycnet.apa.org",https://psycnet.apa.org/record/2009-08941-004,"PR Shaver, M Mikulincer, M Shemesh",2010,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
19,The Effect of Construal Level on Consumers' Anticipated (Un) Ethical Behavior,WTo6-rVrdXcJ,N Amaral - 2013 - conservancy.umn.edu,https://conservancy.umn.edu/handle/11299/174870,N Amaral,2013,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",13,social desirability
0,The Regulatory Effect of Awe: Awe Predicts Enhanced Ability to Resist Food Indulgence,V7X9qOMQH4oJ,Y Zhaoliang - 2021 - search.proquest.com,https://search.proquest.com/openview/1554ed064de1b05ba00cafdfb74d6fad/1?pq-origsite=gscholar&cbl=2026366&diss=y,Y Zhaoliang,2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",14,social desirability
1,Individual differences in emotional mimicry: Underlying traits and social consequences,OUnlkAnPcqcJ,"H Mauersberger, C Blaison… - European Journal …, 2015 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1002/per.2008,"H Mauersberger, C Blaison…",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",14,social desirability
2,"Taking the long view: Implications of individual differences in temporal distancing for affect, stress reactivity, and well-being.",U7T0qirO-gIJ,"E Bruehlman-Senecal, Ö Ayduk… - Journal of Personality and …, 2016 - psycnet.apa.org",https://psycnet.apa.org/doiLanding?doi=10.1037%2Fpspp0000103,E Bruehlman,2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",14,social desirability
3,"Self‐regulatory ability, fatigue, and the experience of pain: Mechanistic insights from pain‐free undergraduates",L0Df6S9Kv6MJ,"IA Boggero, SC Segerstrom - Psychophysiology, 2019 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/psyp.13388,"IA Boggero, SC Segerstrom",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",14,social desirability
